,Date,location_key,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,current_intensive_care_patients,current_ventilator_patients,Date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered
897,2021-01-22,AR,537,273448,0,99,45027,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
898,2021-01-22,AR,537,273448,0,99,45027,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
899,2021-01-22,AR,537,273448,0,99,45027,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
900,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,7477,5412433,15555,4608821,23032,10021254
901,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,3532,5208144,7554,4137479,11086,9345623
902,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,48411,4713881,16116,3650189,64527,8364070
903,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,7976,4190361,38672,3051398,46648,7241759
904,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,3396,3951381,21031,1795903,24427,5747284
905,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,45089,3375087,9514,849561,54603,4224648
906,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,37123,2178242,5912,553012,43035,2731254
907,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,8493,1283612,6385,351009,14878,1634621
908,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,22983,898071,1857,125618,24840,1023689
909,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
910,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
911,2021-01-22,AR,995,296509,0,209,49771,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
912,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,7477,5412433,15555,4608821,23032,10021254
913,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,3532,5208144,7554,4137479,11086,9345623
914,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,48411,4713881,16116,3650189,64527,8364070
915,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,7976,4190361,38672,3051398,46648,7241759
916,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,3396,3951381,21031,1795903,24427,5747284
917,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,45089,3375087,9514,849561,54603,4224648
918,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,37123,2178242,5912,553012,43035,2731254
919,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,8493,1283612,6385,351009,14878,1634621
920,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,22983,898071,1857,125618,24840,1023689
921,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
922,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
923,2021-01-22,AR,1045,325582,0,257,56242,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
924,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,7477,5412433,15555,4608821,23032,10021254
925,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,3532,5208144,7554,4137479,11086,9345623
926,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,48411,4713881,16116,3650189,64527,8364070
927,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,7976,4190361,38672,3051398,46648,7241759
928,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,3396,3951381,21031,1795903,24427,5747284
929,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,45089,3375087,9514,849561,54603,4224648
930,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,37123,2178242,5912,553012,43035,2731254
931,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,8493,1283612,6385,351009,14878,1634621
932,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,22983,898071,1857,125618,24840,1023689
933,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
934,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
935,2021-01-22,AR,1032,358785,0,232,63625,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
936,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,7477,5412433,15555,4608821,23032,10021254
937,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,3532,5208144,7554,4137479,11086,9345623
938,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,48411,4713881,16116,3650189,64527,8364070
939,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,7976,4190361,38672,3051398,46648,7241759
940,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,3396,3951381,21031,1795903,24427,5747284
941,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,45089,3375087,9514,849561,54603,4224648
942,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,37123,2178242,5912,553012,43035,2731254
943,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,8493,1283612,6385,351009,14878,1634621
944,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,22983,898071,1857,125618,24840,1023689
945,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
946,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
947,2021-01-22,AR,726,382645,0,140,68398,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
948,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,7477,5412433,15555,4608821,23032,10021254
949,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,3532,5208144,7554,4137479,11086,9345623
950,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,48411,4713881,16116,3650189,64527,8364070
951,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,7976,4190361,38672,3051398,46648,7241759
952,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,3396,3951381,21031,1795903,24427,5747284
953,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,45089,3375087,9514,849561,54603,4224648
954,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,37123,2178242,5912,553012,43035,2731254
955,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,8493,1283612,6385,351009,14878,1634621
956,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,22983,898071,1857,125618,24840,1023689
957,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
958,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
959,2021-01-22,AR,417,400554,0,68,71668,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
960,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,7477,5412433,15555,4608821,23032,10021254
961,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,3532,5208144,7554,4137479,11086,9345623
962,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,48411,4713881,16116,3650189,64527,8364070
963,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,7976,4190361,38672,3051398,46648,7241759
964,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,3396,3951381,21031,1795903,24427,5747284
965,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,45089,3375087,9514,849561,54603,4224648
966,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,37123,2178242,5912,553012,43035,2731254
967,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,8493,1283612,6385,351009,14878,1634621
968,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,22983,898071,1857,125618,24840,1023689
969,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
970,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
971,2021-01-22,AR,303,412655,0,36,73379,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
972,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,7477,5412433,15555,4608821,23032,10021254
973,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,3532,5208144,7554,4137479,11086,9345623
974,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,48411,4713881,16116,3650189,64527,8364070
975,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,7976,4190361,38672,3051398,46648,7241759
976,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,3396,3951381,21031,1795903,24427,5747284
977,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,45089,3375087,9514,849561,54603,4224648
978,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,37123,2178242,5912,553012,43035,2731254
979,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,8493,1283612,6385,351009,14878,1634621
980,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,22983,898071,1857,125618,24840,1023689
981,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
982,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
983,2021-01-22,AR,240,420431,0,31,74310,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
984,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,7477,5412433,15555,4608821,23032,10021254
985,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,3532,5208144,7554,4137479,11086,9345623
986,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,48411,4713881,16116,3650189,64527,8364070
987,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,7976,4190361,38672,3051398,46648,7241759
988,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,3396,3951381,21031,1795903,24427,5747284
989,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,45089,3375087,9514,849561,54603,4224648
990,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,37123,2178242,5912,553012,43035,2731254
991,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,8493,1283612,6385,351009,14878,1634621
992,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,22983,898071,1857,125618,24840,1023689
993,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
994,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
995,2021-01-22,AR,197,427502,0,35,75178,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
996,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,7477,5412433,15555,4608821,23032,10021254
997,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,3532,5208144,7554,4137479,11086,9345623
998,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,48411,4713881,16116,3650189,64527,8364070
999,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,7976,4190361,38672,3051398,46648,7241759
1000,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,3396,3951381,21031,1795903,24427,5747284
1001,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,45089,3375087,9514,849561,54603,4224648
1002,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,37123,2178242,5912,553012,43035,2731254
1003,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,8493,1283612,6385,351009,14878,1634621
1004,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,22983,898071,1857,125618,24840,1023689
1005,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,10681,383165,1896,90334,12577,473499
1006,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,9076,87603,243,38319,9319,125922
1007,2021-01-22,AR,233,434253,0,41,76161,0,0,2021-01-22,AR,731,36737,526,4486,1257,41223
1008,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1009,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1010,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1011,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1012,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1013,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1014,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1015,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1016,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1017,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1018,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1019,2021-01-23,AR,428,246628,0,100,39760,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1020,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1021,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1022,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1023,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1024,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1025,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1026,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1027,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1028,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1029,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1030,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1031,2021-01-23,AR,461,260988,0,91,42651,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1032,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1033,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1034,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1035,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1036,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1037,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1038,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1039,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1040,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1041,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1042,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1043,2021-01-23,AR,589,274037,0,97,45124,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1044,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1045,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1046,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1047,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1048,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1049,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1050,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1051,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1052,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1053,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1054,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1055,2021-01-23,AR,923,297432,0,174,49945,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1056,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1057,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1058,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1059,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1060,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1061,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1062,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1063,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1064,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1065,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1066,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1067,2021-01-23,AR,942,326524,0,213,56455,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1068,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1069,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1070,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1071,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1072,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1073,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1074,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1075,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1076,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1077,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1078,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1079,2021-01-23,AR,976,359761,0,211,63836,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1080,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1081,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1082,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1083,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1084,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1085,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1086,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1087,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1088,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1089,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1090,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1091,2021-01-23,AR,703,383348,0,137,68535,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1092,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1093,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1094,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1095,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1096,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1097,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1098,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1099,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1100,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1101,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1102,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1103,2021-01-23,AR,525,401079,0,75,71743,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1104,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1105,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1106,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1107,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1108,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1109,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1110,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1111,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1112,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1113,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1114,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1115,2021-01-23,AR,317,412972,0,40,73419,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1116,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1117,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1118,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1119,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1120,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1121,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
1122,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,33624,2211866,4123,557135,37747,2769001
1123,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,2980,1286592,3437,354446,6417,1641038
1124,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,25412,923483,1820,127438,27232,1050921
1125,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,13416,396581,1785,92119,15201,488700
1126,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,11738,99341,514,38833,12252,138174
1127,2021-01-23,AR,196,420627,0,31,74341,0,0,2021-01-23,AR,165,36902,426,4912,591,41814
1128,2021-01-23,AR,231,427733,0,44,75222,0,0,2021-01-23,AR,4980,5417413,10847,4619668,15827,10037081
1129,2021-01-23,AR,231,427733,0,44,75222,0,0,2021-01-23,AR,9979,5218123,24525,4162004,34504,9380127
1130,2021-01-23,AR,231,427733,0,44,75222,0,0,2021-01-23,AR,21987,4735868,8542,3658731,30529,8394599
1131,2021-01-23,AR,231,427733,0,44,75222,0,0,2021-01-23,AR,23325,4213686,19643,3071041,42968,7284727
1132,2021-01-23,AR,231,427733,0,44,75222,0,0,2021-01-23,AR,18367,3969748,42234,1838137,60601,5807885
1133,2021-01-23,AR,231,427733,0,44,75222,0,0,2021-01-23,AR,45393,3420480,12601,862162,57994,4282642
